Report Date:,08/11/2025 19:45:39
Report User Name:,Bryce
Report Computer Name:,DESKTOP-9S7IEBK
Application:,WinSitu.exe
Application Version:,5.7.8.0


Log File Properties
File Name,Arizona.Creek.Baro_2025-08-11_19-45-18-131.wsl
Create Date,08/11/2025 19:45:15

Device Properties
Device,Rugged BaroTROLL
Site,Default Site
Device Name, 
Serial Number,1126822
Firmware Version,1.05
Hardware Version,0
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
Used Memory,0
Used Battery,0

Log Configuration
,Log Name,Arizona.Creek.Baro
,Created By,Bryce
,Computer Name,DESKTOP-9S7IEBK
,Application,WinSitu.exe
,Application Version,5.7.8.0
,Create Date,08/20/2024 07:28:44 Mountain Daylight Time
,Log Setup Time Zone,Mountain Daylight Time
,Notes Size(bytes),4096
,Overwrite when full,Disabled
,Scheduled Start Time,08/20/2024 08:00:00 Mountain Daylight Time
,Scheduled Stop Time,No Stop Time
,Type,Linear
 ,Interval,Days: 0 hrs: 00 mins: 15 secs: 00





Other Log Settings



Log Notes:
Date and Time,Note
08/20/2024 07:28:54,Used Battery: 0% Used Memory: 3%   User Name: Bryce
08/11/2025 19:40:36,Log Download - Used Battery: 7% Used Memory: 28%   User Name: Bryce


Log Data:
Record Count,34223

Sensors,1

 ,1,1126822,Baro-Pressure/Temp

Time Zone: Mountain Daylight Time

,,Sensor: Baro Pres                       ,Sensor: Baro Pres                       ,
07/13/2025 09:15:00, 28257300.001,                                   0.800,                                  15.878,
07/13/2025 09:30:00, 28258200.001,                                   0.800,                                  16.741,
07/13/2025 09:45:00, 28259100.001,                                   0.800,                                  16.995,
07/13/2025 10:00:00, 28260000.001,                                   0.801,                                  16.995,
07/13/2025 10:15:00, 28260900.001,                                   0.800,                                  17.045,
07/13/2025 10:30:00, 28261800.001,                                   0.801,                                  17.450,
07/13/2025 10:45:00, 28262700.001,                                   0.800,                                  18.257,
07/13/2025 11:00:00, 28263600.001,                                   0.801,                                  18.710,
07/13/2025 11:15:00, 28264500.001,                                   0.800,                                  19.162,
07/13/2025 11:30:00, 28265400.001,                                   0.800,                                  20.363,
07/13/2025 11:45:00, 28266300.001,                                   0.800,                                  22.597,
07/13/2025 12:00:00, 28267200.001,                                   0.800,                                  24.613,
07/13/2025 12:15:00, 28268100.001,                                   0.800,                                  26.126,
07/13/2025 12:30:00, 28269000.001,                                   0.800,                                  26.903,
07/13/2025 12:45:00, 28269900.001,                                   0.800,                                  27.630,
07/13/2025 13:00:00, 28270800.001,                                   0.800,                                  28.354,
07/13/2025 13:15:00, 28271700.001,                                   0.800,                                  29.075,
07/13/2025 13:30:00, 28272600.001,                                   0.800,                                  29.411,
07/13/2025 13:45:00, 28273500.001,                                   0.800,                                  29.651,
07/13/2025 14:00:00, 28274400.001,                                   0.799,                                  30.034,
07/13/2025 14:15:00, 28275300.001,                                   0.800,                                  30.512,
07/13/2025 14:30:00, 28276200.001,                                   0.799,                                  31.418,
07/13/2025 14:45:00, 28277100.001,                                   0.800,                                  31.940,
07/13/2025 15:00:00, 28278000.001,                                   0.800,                                  32.557,
07/13/2025 15:15:00, 28278900.001,                                   0.799,                                  33.408,
07/13/2025 15:30:00, 28279800.001,                                   0.799,                                  34.161,
07/13/2025 15:45:00, 28280700.001,                                   0.800,                                  35.334,
07/13/2025 16:00:00, 28281600.001,                                   0.799,                                  35.475,
07/13/2025 16:15:00, 28282500.001,                                   0.800,                                  31.988,
07/13/2025 16:30:00, 28283400.001,                                   0.799,                                  29.699,
07/13/2025 16:45:00, 28284300.001,                                   0.799,                                  28.402,
07/13/2025 17:00:00, 28285200.001,                                   0.798,                                  27.726,
07/13/2025 17:15:00, 28286100.001,                                   0.799,                                  26.758,
07/13/2025 17:30:00, 28287000.001,                                   0.799,                                  26.370,
07/13/2025 17:45:00, 28287900.001,                                   0.798,                                  25.932,
07/13/2025 18:00:00, 28288800.001,                                   0.798,                                  25.396,
07/13/2025 18:15:00, 28289700.001,                                   0.798,                                  24.907,
07/13/2025 18:30:00, 28290600.001,                                   0.798,                                  24.466,
07/13/2025 18:45:00, 28291500.001,                                   0.798,                                  23.976,
07/13/2025 19:00:00, 28292400.001,                                   0.798,                                  23.484,
07/13/2025 19:15:00, 28293300.001,                                   0.798,                                  22.992,
07/13/2025 19:30:00, 28294200.001,                                   0.798,                                  22.646,
07/13/2025 19:45:00, 28295100.001,                                   0.798,                                  21.954,
07/13/2025 20:00:00, 28296000.001,                                   0.798,                                  21.259,
07/13/2025 20:15:00, 28296900.001,                                   0.798,                                  20.662,
07/13/2025 20:30:00, 28297800.001,                                   0.798,                                  19.963,
07/13/2025 20:45:00, 28298700.001,                                   0.798,                                  19.262,
07/13/2025 21:00:00, 28299600.001,                                   0.798,                                  18.559,
07/13/2025 21:15:00, 28300500.001,                                   0.799,                                  18.005,
07/13/2025 21:30:00, 28301400.001,                                   0.799,                                  17.501,
07/13/2025 21:45:00, 28302300.001,                                   0.799,                                  17.096,
07/13/2025 22:00:00, 28303200.001,                                   0.799,                                  16.741,
07/13/2025 22:15:00, 28304100.001,                                   0.798,                                  16.386,
07/13/2025 22:30:00, 28305000.001,                                   0.799,                                  16.030,
07/13/2025 22:45:00, 28305900.001,                                   0.798,                                  15.674,
07/13/2025 23:00:00, 28306800.001,                                   0.798,                                  15.317,
07/13/2025 23:15:00, 28307700.001,                                   0.798,                                  14.857,
07/13/2025 23:30:00, 28308600.001,                                   0.799,                                  14.345,
07/13/2025 23:45:00, 28309500.001,                                   0.798,                                  13.986,
07/14/2025 00:00:00, 28310400.001,                                   0.798,                                  13.524,
07/14/2025 00:15:00, 28311300.001,                                   0.799,                                  13.163,
07/14/2025 00:30:00, 28312200.001,                                   0.799,                                  12.905,
07/14/2025 00:45:00, 28313100.001,                                   0.799,                                  12.751,
07/14/2025 01:00:00, 28314000.001,                                   0.799,                                  12.596,
07/14/2025 01:15:00, 28314900.001,                                   0.799,                                  12.441,
07/14/2025 01:30:00, 28315800.001,                                   0.799,                                  12.337,
07/14/2025 01:45:00, 28316700.001,                                   0.799,                                  12.389,
07/14/2025 02:00:00, 28317600.001,                                   0.799,                                  12.337,
07/14/2025 02:15:00, 28318500.001,                                   0.799,                                  12.285,
07/14/2025 02:30:00, 28319400.001,                                   0.799,                                  12.182,
07/14/2025 02:45:00, 28320300.001,                                   0.798,                                  11.975,
07/14/2025 03:00:00, 28321200.001,                                   0.798,                                  11.819,
07/14/2025 03:15:00, 28322100.001,                                   0.798,                                  11.716,
07/14/2025 03:30:00, 28323000.001,                                   0.798,                                  11.508,
07/14/2025 03:45:00, 28323900.001,                                   0.798,                                  11.248,
07/14/2025 04:00:00, 28324800.001,                                   0.799,                                  10.988,
07/14/2025 04:15:00, 28325700.001,                                   0.799,                                  10.728,
07/14/2025 04:30:00, 28326600.001,                                   0.799,                                  10.519,
07/14/2025 04:45:00, 28327500.001,                                   0.799,                                  10.258,
07/14/2025 05:00:00, 28328400.001,                                   0.799,                                  10.102,
07/14/2025 05:15:00, 28329300.001,                                   0.798,                                  10.049,
07/14/2025 05:30:00, 28330200.001,                                   0.799,                                   9.945,
07/14/2025 05:45:00, 28331100.001,                                   0.798,                                   9.683,
07/14/2025 06:00:00, 28332000.001,                                   0.798,                                   9.474,
07/14/2025 06:15:00, 28332900.001,                                   0.799,                                   9.211,
07/14/2025 06:30:00, 28333800.001,                                   0.799,                                   9.159,
07/14/2025 06:45:00, 28334700.001,                                   0.799,                                   8.739,
07/14/2025 07:00:00, 28335600.001,                                   0.799,                                   8.844,
07/14/2025 07:15:00, 28336500.001,                                   0.799,                                   9.159,
07/14/2025 07:30:00, 28337400.001,                                   0.799,                                   9.107,
07/14/2025 07:45:00, 28338300.001,                                   0.799,                                   9.578,
07/14/2025 08:00:00, 28339200.001,                                   0.799,                                   9.945,
07/14/2025 08:15:00, 28340100.001,                                   0.799,                                  10.467,
07/14/2025 08:30:00, 28341000.001,                                   0.799,                                  11.144,
07/14/2025 08:45:00, 28341900.001,                                   0.798,                                  12.130,
07/14/2025 09:00:00, 28342800.001,                                   0.799,                                  14.908,
07/14/2025 09:15:00, 28343700.001,                                   0.799,                                  16.995,
07/14/2025 09:30:00, 28344600.001,                                   0.799,                                  17.804,
07/14/2025 09:45:00, 28345500.001,                                   0.799,                                  18.005,
07/14/2025 10:00:00, 28346400.001,                                   0.799,                                  17.854,
07/14/2025 10:15:00, 28347300.001,                                   0.799,                                  17.905,
07/14/2025 10:30:00, 28348200.001,                                   0.798,                                  18.308,
07/14/2025 10:45:00, 28349100.001,                                   0.798,                                  19.062,
07/14/2025 11:00:00, 28350000.001,                                   0.799,                                  19.413,
07/14/2025 11:15:00, 28350900.001,                                   0.798,                                  20.113,
07/14/2025 11:30:00, 28351800.001,                                   0.798,                                  21.557,
07/14/2025 11:45:00, 28352700.001,                                   0.798,                                  23.828,
07/14/2025 12:00:00, 28353600.001,                                   0.798,                                  25.786,
07/14/2025 12:15:00, 28354500.001,                                   0.798,                                  27.146,
07/14/2025 12:30:00, 28355400.001,                                   0.798,                                  27.871,
07/14/2025 12:45:00, 28356300.001,                                   0.798,                                  28.739,
07/14/2025 13:00:00, 28357200.001,                                   0.797,                                  29.219,
07/14/2025 13:15:00, 28358100.001,                                   0.798,                                  29.699,
07/14/2025 13:30:00, 28359000.001,                                   0.797,                                  30.369,
07/14/2025 13:45:00, 28359900.001,                                   0.798,                                  31.037,
07/14/2025 14:00:00, 28360800.001,                                   0.797,                                  31.703,
07/14/2025 14:15:00, 28361700.001,                                   0.797,                                  32.083,
07/14/2025 14:30:00, 28362600.001,                                   0.797,                                  31.846,
07/14/2025 14:45:00, 28363500.001,                                   0.796,                                  30.989,
07/14/2025 15:00:00, 28364400.001,                                   0.797,                                  31.560,
07/14/2025 15:15:00, 28365300.001,                                   0.796,                                  30.894,
07/14/2025 15:30:00, 28366200.001,                                   0.796,                                  32.178,
07/14/2025 15:45:00, 28367100.001,                                   0.796,                                  31.751,
07/14/2025 16:00:00, 28368000.001,                                   0.796,                                  30.703,
07/14/2025 16:15:00, 28368900.001,                                   0.795,                                  29.123,
07/14/2025 16:30:00, 28369800.001,                                   0.796,                                  27.630,
07/14/2025 16:45:00, 28370700.001,                                   0.795,                                  26.661,
07/14/2025 17:00:00, 28371600.001,                                   0.795,                                  26.370,
07/14/2025 17:15:00, 28372500.001,                                   0.795,                                  25.688,
07/14/2025 17:30:00, 28373400.001,                                   0.795,                                  25.347,
07/14/2025 17:45:00, 28374300.001,                                   0.795,                                  25.151,
07/14/2025 18:00:00, 28375200.001,                                   0.795,                                  25.005,
07/14/2025 18:15:00, 28376100.001,                                   0.795,                                  24.858,
07/14/2025 18:30:00, 28377000.001,                                   0.795,                                  24.564,
07/14/2025 18:45:00, 28377900.001,                                   0.796,                                  24.221,
07/14/2025 19:00:00, 28378800.001,                                   0.796,                                  23.730,
07/14/2025 19:15:00, 28379700.001,                                   0.796,                                  23.189,
07/14/2025 19:30:00, 28380600.001,                                   0.796,                                  22.547,
07/14/2025 19:45:00, 28381500.001,                                   0.796,                                  21.904,
07/14/2025 20:00:00, 28382400.001,                                   0.796,                                  21.160,
07/14/2025 20:15:00, 28383300.001,                                   0.796,                                  20.462,
07/14/2025 20:30:00, 28384200.001,                                   0.795,                                  19.713,
07/14/2025 20:45:00, 28385100.001,                                   0.795,                                  19.012,
07/14/2025 21:00:00, 28386000.001,                                   0.795,                                  18.308,
07/14/2025 21:15:00, 28386900.001,                                   0.795,                                  17.753,
07/14/2025 21:30:00, 28387800.001,                                   0.795,                                  17.197,
07/14/2025 21:45:00, 28388700.001,                                   0.795,                                  16.589,
07/14/2025 22:00:00, 28389600.001,                                   0.795,                                  16.030,
07/14/2025 22:15:00, 28390500.001,                                   0.795,                                  15.470,
07/14/2025 22:30:00, 28391400.001,                                   0.795,                                  15.011,
07/14/2025 22:45:00, 28392300.001,                                   0.795,                                  14.601,
07/14/2025 23:00:00, 28393200.001,                                   0.795,                                  14.243,
07/14/2025 23:15:00, 28394100.001,                                   0.795,                                  13.935,
07/14/2025 23:30:00, 28395000.001,                                   0.795,                                  13.627,
07/14/2025 23:45:00, 28395900.001,                                   0.795,                                  13.318,
07/15/2025 00:00:00, 28396800.001,                                   0.795,                                  13.215,
07/15/2025 00:15:00, 28397700.001,                                   0.795,                                  13.163,
07/15/2025 00:30:00, 28398600.001,                                   0.795,                                  13.215,
07/15/2025 00:45:00, 28399500.001,                                   0.795,                                  13.318,
07/15/2025 01:00:00, 28400400.001,                                   0.795,                                  13.318,
07/15/2025 01:15:00, 28401300.001,                                   0.795,                                  13.318,
07/15/2025 01:30:00, 28402200.001,                                   0.795,                                  13.266,
07/15/2025 01:45:00, 28403100.001,                                   0.795,                                  13.215,
07/15/2025 02:00:00, 28404000.001,                                   0.795,                                  13.163,
07/15/2025 02:15:00, 28404900.001,                                   0.795,                                  13.060,
07/15/2025 02:30:00, 28405800.001,                                   0.795,                                  12.854,
07/15/2025 02:45:00, 28406700.001,                                   0.795,                                  12.492,
07/15/2025 03:00:00, 28407600.001,                                   0.795,                                  12.285,
07/15/2025 03:15:00, 28408500.001,                                   0.795,                                  12.182,
07/15/2025 03:30:00, 28409400.001,                                   0.795,                                  12.182,
07/15/2025 03:45:00, 28410300.001,                                   0.795,                                  12.078,
07/15/2025 04:00:00, 28411200.001,                                   0.795,                                  11.975,
07/15/2025 04:15:00, 28412100.001,                                   0.794,                                  11.767,
07/15/2025 04:30:00, 28413000.001,                                   0.794,                                  11.508,
07/15/2025 04:45:00, 28413900.001,                                   0.795,                                  11.196,
07/15/2025 05:00:00, 28414800.001,                                   0.795,                                  10.988,
07/15/2025 05:15:00, 28415700.001,                                   0.795,                                  10.676,
07/15/2025 05:30:00, 28416600.001,                                   0.795,                                  10.415,
07/15/2025 05:45:00, 28417500.001,                                   0.795,                                  10.154,
07/15/2025 06:00:00, 28418400.001,                                   0.795,                                   9.840,
07/15/2025 06:15:00, 28419300.001,                                   0.795,                                   9.578,
07/15/2025 06:30:00, 28420200.001,                                   0.795,                                   9.316,
07/15/2025 06:45:00, 28421100.001,                                   0.795,                                   9.264,
07/15/2025 07:00:00, 28422000.001,                                   0.795,                                   9.107,
07/15/2025 07:15:00, 28422900.001,                                   0.795,                                   9.211,
07/15/2025 07:30:00, 28423800.001,                                   0.795,                                   9.421,
07/15/2025 07:45:00, 28424700.001,                                   0.795,                                   9.474,
07/15/2025 08:00:00, 28425600.001,                                   0.795,                                   9.893,
07/15/2025 08:15:00, 28426500.001,                                   0.795,                                  10.415,
07/15/2025 08:30:00, 28427400.001,                                   0.795,                                  11.196,
07/15/2025 08:45:00, 28428300.001,                                   0.795,                                  12.182,
07/15/2025 09:00:00, 28429200.001,                                   0.795,                                  14.857,
07/15/2025 09:15:00, 28430100.001,                                   0.795,                                  16.741,
07/15/2025 09:30:00, 28431000.001,                                   0.795,                                  17.602,
07/15/2025 09:45:00, 28431900.001,                                   0.795,                                  17.955,
07/15/2025 10:00:00, 28432800.001,                                   0.795,                                  17.955,
07/15/2025 10:15:00, 28433700.001,                                   0.795,                                  17.905,
07/15/2025 10:30:00, 28434600.001,                                   0.795,                                  18.408,
07/15/2025 10:45:00, 28435500.001,                                   0.795,                                  19.363,
07/15/2025 11:00:00, 28436400.001,                                   0.795,                                  19.963,
07/15/2025 11:15:00, 28437300.001,                                   0.795,                                  20.512,
07/15/2025 11:30:00, 28438200.001,                                   0.795,                                  21.607,
07/15/2025 11:45:00, 28439100.001,                                   0.795,                                  23.976,
07/15/2025 12:00:00, 28440000.001,                                   0.795,                                  26.078,
07/15/2025 12:15:00, 28440900.001,                                   0.795,                                  27.436,
07/15/2025 12:30:00, 28441800.001,                                   0.794,                                  28.739,
07/15/2025 12:45:00, 28442700.001,                                   0.795,                                  29.363,
07/15/2025 13:00:00, 28443600.001,                                   0.795,                                  29.938,
07/15/2025 13:15:00, 28444500.001,                                   0.794,                                  30.703,
07/15/2025 13:30:00, 28445400.001,                                   0.794,                                  31.132,
07/15/2025 13:45:00, 28446300.001,                                   0.794,                                  30.846,
07/15/2025 14:00:00, 28447200.001,                                   0.794,                                  30.178,
07/15/2025 14:15:00, 28448100.001,                                   0.793,                                  29.075,
07/15/2025 14:30:00, 28449000.001,                                   0.793,                                  28.354,
07/15/2025 14:45:00, 28449900.001,                                   0.793,                                  27.339,
07/15/2025 15:00:00, 28450800.001,                                   0.793,                                  28.064,
07/15/2025 15:15:00, 28451700.001,                                   0.793,                                  28.113,
07/15/2025 15:30:00, 28452600.001,                                   0.793,                                  30.130,
07/15/2025 15:45:00, 28453500.001,                                   0.792,                                  30.655,
07/15/2025 16:00:00, 28454400.001,                                   0.792,                                  28.305,
07/15/2025 16:15:00, 28455300.001,                                   0.793,                                  26.224,
07/15/2025 16:30:00, 28456200.001,                                   0.795,                                  22.102,
07/15/2025 16:45:00, 28457100.001,                                   0.794,                                  18.157,
07/15/2025 17:00:00, 28458000.001,                                   0.794,                                  16.335,
07/15/2025 17:15:00, 28458900.001,                                   0.792,                                  15.215,
07/15/2025 17:30:00, 28459800.001,                                   0.793,                                  15.725,
07/15/2025 17:45:00, 28460700.001,                                   0.794,                                  15.979,
07/15/2025 18:00:00, 28461600.001,                                   0.793,                                  15.979,
07/15/2025 18:15:00, 28462500.001,                                   0.794,                                  15.979,
07/15/2025 18:30:00, 28463400.001,                                   0.794,                                  15.674,
07/15/2025 18:45:00, 28464300.001,                                   0.794,                                  15.215,
07/15/2025 19:00:00, 28465200.001,                                   0.794,                                  14.908,
07/15/2025 19:15:00, 28466100.001,                                   0.794,                                  14.601,
07/15/2025 19:30:00, 28467000.001,                                   0.794,                                  14.345,
07/15/2025 19:45:00, 28467900.001,                                   0.794,                                  14.192,
07/15/2025 20:00:00, 28468800.001,                                   0.795,                                  14.140,
07/15/2025 20:15:00, 28469700.001,                                   0.795,                                  13.884,
07/15/2025 20:30:00, 28470600.001,                                   0.795,                                  13.472,
07/15/2025 20:45:00, 28471500.001,                                   0.795,                                  13.266,
07/15/2025 21:00:00, 28472400.001,                                   0.794,                                  13.163,
07/15/2025 21:15:00, 28473300.001,                                   0.795,                                  12.905,
07/15/2025 21:30:00, 28474200.001,                                   0.796,                                  12.647,
07/15/2025 21:45:00, 28475100.001,                                   0.796,                                  12.544,
07/15/2025 22:00:00, 28476000.001,                                   0.796,                                  12.389,
07/15/2025 22:15:00, 28476900.001,                                   0.796,                                  12.285,
07/15/2025 22:30:00, 28477800.001,                                   0.796,                                  12.234,
07/15/2025 22:45:00, 28478700.001,                                   0.796,                                  12.182,
07/15/2025 23:00:00, 28479600.001,                                   0.796,                                  12.130,
07/15/2025 23:15:00, 28480500.001,                                   0.796,                                  12.130,
07/15/2025 23:30:00, 28481400.001,                                   0.796,                                  12.182,
07/15/2025 23:45:00, 28482300.001,                                   0.795,                                  12.182,
07/16/2025 00:00:00, 28483200.001,                                   0.795,                                  11.871,
07/16/2025 00:15:00, 28484100.001,                                   0.795,                                  11.664,
07/16/2025 00:30:00, 28485000.001,                                   0.795,                                  11.508,
07/16/2025 00:45:00, 28485900.001,                                   0.795,                                  11.404,
07/16/2025 01:00:00, 28486800.001,                                   0.795,                                  11.248,
07/16/2025 01:15:00, 28487700.001,                                   0.795,                                  11.092,
07/16/2025 01:30:00, 28488600.001,                                   0.794,                                  10.988,
07/16/2025 01:45:00, 28489500.001,                                   0.795,                                  10.884,
07/16/2025 02:00:00, 28490400.001,                                   0.795,                                  10.936,
07/16/2025 02:15:00, 28491300.001,                                   0.795,                                  10.780,
07/16/2025 02:30:00, 28492200.001,                                   0.794,                                  10.676,
07/16/2025 02:45:00, 28493100.001,                                   0.795,                                  10.519,
07/16/2025 03:00:00, 28494000.001,                                   0.794,                                  10.363,
07/16/2025 03:15:00, 28494900.001,                                   0.795,                                  10.206,
07/16/2025 03:30:00, 28495800.001,                                   0.794,                                   9.945,
07/16/2025 03:45:00, 28496700.001,                                   0.794,                                   9.578,
07/16/2025 04:00:00, 28497600.001,                                   0.794,                                   9.264,
07/16/2025 04:15:00, 28498500.001,                                   0.794,                                   9.211,
07/16/2025 04:30:00, 28499400.001,                                   0.794,                                   9.001,
07/16/2025 04:45:00, 28500300.001,                                   0.794,                                   8.739,
07/16/2025 05:00:00, 28501200.001,                                   0.794,                                   8.634,
07/16/2025 05:15:00, 28502100.001,                                   0.794,                                   8.265,
07/16/2025 05:30:00, 28503000.001,                                   0.794,                                   8.107,
07/16/2025 05:45:00, 28503900.001,                                   0.795,                                   7.896,
07/16/2025 06:00:00, 28504800.001,                                   0.794,                                   7.790,
07/16/2025 06:15:00, 28505700.001,                                   0.795,                                   7.737,
07/16/2025 06:30:00, 28506600.001,                                   0.795,                                   7.685,
07/16/2025 06:45:00, 28507500.001,                                   0.795,                                   7.790,
07/16/2025 07:00:00, 28508400.001,                                   0.795,                                   7.737,
07/16/2025 07:15:00, 28509300.001,                                   0.795,                                   7.896,
07/16/2025 07:30:00, 28510200.001,                                   0.795,                                   8.212,
07/16/2025 07:45:00, 28511100.001,                                   0.795,                                   8.370,
07/16/2025 08:00:00, 28512000.001,                                   0.795,                                   8.791,
07/16/2025 08:15:00, 28512900.001,                                   0.795,                                   9.159,
07/16/2025 08:30:00, 28513800.001,                                   0.795,                                   9.840,
07/16/2025 08:45:00, 28514700.001,                                   0.795,                                  10.624,
07/16/2025 09:00:00, 28515600.001,                                   0.795,                                  13.163,
07/16/2025 09:15:00, 28516500.001,                                   0.795,                                  14.243,
07/16/2025 09:30:00, 28517400.001,                                   0.795,                                  14.499,
07/16/2025 09:45:00, 28518300.001,                                   0.795,                                  14.653,
07/16/2025 10:00:00, 28519200.001,                                   0.795,                                  14.499,
07/16/2025 10:15:00, 28520100.001,                                   0.795,                                  14.601,
07/16/2025 10:30:00, 28521000.001,                                   0.795,                                  15.062,
07/16/2025 10:45:00, 28521900.001,                                   0.795,                                  15.674,
07/16/2025 11:00:00, 28522800.001,                                   0.795,                                  15.878,
07/16/2025 11:15:00, 28523700.001,                                   0.795,                                  16.285,
07/16/2025 11:30:00, 28524600.001,                                   0.795,                                  17.349,
07/16/2025 11:45:00, 28525500.001,                                   0.795,                                  19.363,
07/16/2025 12:00:00, 28526400.001,                                   0.795,                                  20.712,
07/16/2025 12:15:00, 28527300.001,                                   0.796,                                  21.954,
07/16/2025 12:30:00, 28528200.001,                                   0.795,                                  23.041,
07/16/2025 12:45:00, 28529100.001,                                   0.795,                                  23.583,
07/16/2025 13:00:00, 28530000.001,                                   0.795,                                  24.074,
07/16/2025 13:15:00, 28530900.001,                                   0.795,                                  24.564,
07/16/2025 13:30:00, 28531800.001,                                   0.795,                                  24.809,
07/16/2025 13:45:00, 28532700.001,                                   0.795,                                  25.737,
07/16/2025 14:00:00, 28533600.001,                                   0.795,                                  26.078,
07/16/2025 14:15:00, 28534500.001,                                   0.795,                                  26.418,
07/16/2025 14:30:00, 28535400.001,                                   0.795,                                  27.097,
07/16/2025 14:45:00, 28536300.001,                                   0.795,                                  27.485,
07/16/2025 15:00:00, 28537200.001,                                   0.795,                                  28.161,
07/16/2025 15:15:00, 28538100.001,                                   0.795,                                  29.555,
07/16/2025 15:30:00, 28539000.001,                                   0.795,                                  30.560,
07/16/2025 15:45:00, 28539900.001,                                   0.794,                                  31.275,
07/16/2025 16:00:00, 28540800.001,                                   0.794,                                  31.560,
07/16/2025 16:15:00, 28541700.001,                                   0.794,                                  28.209,
07/16/2025 16:30:00, 28542600.001,                                   0.794,                                  25.834,
07/16/2025 16:45:00, 28543500.001,                                   0.794,                                  24.662,
07/16/2025 17:00:00, 28544400.001,                                   0.794,                                  24.025,
07/16/2025 17:15:00, 28545300.001,                                   0.793,                                  23.386,
07/16/2025 17:30:00, 28546200.001,                                   0.794,                                  23.681,
07/16/2025 17:45:00, 28547100.001,                                   0.794,                                  23.189,
07/16/2025 18:00:00, 28548000.001,                                   0.794,                                  22.547,
07/16/2025 18:15:00, 28548900.001,                                   0.794,                                  22.152,
07/16/2025 18:30:00, 28549800.001,                                   0.793,                                  21.755,
07/16/2025 18:45:00, 28550700.001,                                   0.793,                                  21.259,
07/16/2025 19:00:00, 28551600.001,                                   0.793,                                  20.712,
07/16/2025 19:15:00, 28552500.001,                                   0.794,                                  20.163,
07/16/2025 19:30:00, 28553400.001,                                   0.793,                                  19.813,
07/16/2025 19:45:00, 28554300.001,                                   0.794,                                  19.313,
07/16/2025 20:00:00, 28555200.001,                                   0.793,                                  18.760,
07/16/2025 20:15:00, 28556100.001,                                   0.794,                                  18.207,
07/16/2025 20:30:00, 28557000.001,                                   0.793,                                  17.753,
07/16/2025 20:45:00, 28557900.001,                                   0.793,                                  17.197,
07/16/2025 21:00:00, 28558800.001,                                   0.793,                                  16.538,
07/16/2025 21:15:00, 28559700.001,                                   0.793,                                  15.929,
07/16/2025 21:30:00, 28560600.001,                                   0.794,                                  15.317,
07/16/2025 21:45:00, 28561500.001,                                   0.793,                                  14.806,
07/16/2025 22:00:00, 28562400.001,                                   0.794,                                  14.345,
07/16/2025 22:15:00, 28563300.001,                                   0.794,                                  13.884,
07/16/2025 22:30:00, 28564200.001,                                   0.794,                                  13.318,
07/16/2025 22:45:00, 28565100.001,                                   0.794,                                  12.905,
07/16/2025 23:00:00, 28566000.001,                                   0.794,                                  12.441,
07/16/2025 23:15:00, 28566900.001,                                   0.794,                                  12.078,
07/16/2025 23:30:00, 28567800.001,                                   0.794,                                  11.612,
07/16/2025 23:45:00, 28568700.001,                                   0.794,                                  11.248,
07/17/2025 00:00:00, 28569600.001,                                   0.794,                                  10.988,
07/17/2025 00:15:00, 28570500.001,                                   0.794,                                  10.676,
07/17/2025 00:30:00, 28571400.001,                                   0.794,                                  10.415,
07/17/2025 00:45:00, 28572300.001,                                   0.794,                                  10.154,
07/17/2025 01:00:00, 28573200.001,                                   0.794,                                   9.893,
07/17/2025 01:15:00, 28574100.001,                                   0.794,                                   9.683,
07/17/2025 01:30:00, 28575000.001,                                   0.795,                                   9.369,
07/17/2025 01:45:00, 28575900.001,                                   0.794,                                   9.159,
07/17/2025 02:00:00, 28576800.001,                                   0.794,                                   9.054,
07/17/2025 02:15:00, 28577700.001,                                   0.794,                                   8.844,
07/17/2025 02:30:00, 28578600.001,                                   0.794,                                   8.634,
07/17/2025 02:45:00, 28579500.001,                                   0.794,                                   8.370,
07/17/2025 03:00:00, 28580400.001,                                   0.795,                                   8.212,
07/17/2025 03:15:00, 28581300.001,                                   0.795,                                   7.949,
07/17/2025 03:30:00, 28582200.001,                                   0.794,                                   7.896,
07/17/2025 03:45:00, 28583100.001,                                   0.795,                                   7.790,
07/17/2025 04:00:00, 28584000.001,                                   0.794,                                   7.632,
07/17/2025 04:15:00, 28584900.001,                                   0.794,                                   7.420,
07/17/2025 04:30:00, 28585800.001,                                   0.794,                                   7.261,
07/17/2025 04:45:00, 28586700.001,                                   0.795,                                   7.103,
07/17/2025 05:00:00, 28587600.001,                                   0.795,                                   6.944,
07/17/2025 05:15:00, 28588500.001,                                   0.794,                                   6.784,
07/17/2025 05:30:00, 28589400.001,                                   0.795,                                   6.625,
07/17/2025 05:45:00, 28590300.001,                                   0.795,                                   6.466,
07/17/2025 06:00:00, 28591200.001,                                   0.795,                                   6.360,
07/17/2025 06:15:00, 28592100.001,                                   0.795,                                   6.253,
07/17/2025 06:30:00, 28593000.001,                                   0.795,                                   6.147,
07/17/2025 06:45:00, 28593900.001,                                   0.795,                                   6.094,
07/17/2025 07:00:00, 28594800.001,                                   0.795,                                   6.040,
07/17/2025 07:15:00, 28595700.001,                                   0.795,                                   6.200,
07/17/2025 07:30:00, 28596600.001,                                   0.795,                                   6.360,
07/17/2025 07:45:00, 28597500.001,                                   0.795,                                   6.625,
